tarih;saat;yukleme_adedi;yukleme_yapilan_kart_adedi
2020-02-12;9;1599;1583
2020-02-12;10;1542;1524
2020-02-12;11;2082;2064
2020-02-12;12;2593;2567
2020-02-12;13;2652;2622
2020-02-12;14;2472;2432
2020-02-12;15;3130;3088
2020-02-12;16;3073;3034
2020-02-12;17;2748;2717
2020-02-12;18;2794;2771
2020-02-12;19;2266;2238
2020-02-12;20;1496;1478
2020-02-12;21;908;890
2020-02-12;22;684;672
2020-02-12;23;341;339
2020-02-13;0;80;79
2020-02-13;1;9;9
2020-02-13;2;3;3
2020-02-13;3;2;2
2020-02-13;4;4;4
2020-02-13;5;2;2
2020-02-13;6;114;113
2020-02-13;7;2020;1998
2020-02-13;8;2374;2359
2020-02-13;9;1459;1443
2020-02-13;10;1544;1529
2020-02-13;11;1987;1964
2020-02-13;12;2642;2609
2020-02-13;13;2592;2567
2020-02-13;14;2307;2271
2020-02-13;15;3081;3047
2020-02-13;16;2994;2963
2020-02-13;17;2769;2746
2020-02-13;18;2622;2596
2020-02-13;19;2210;2180
2020-02-13;20;1413;1395
2020-02-13;21;934;929
2020-02-13;22;701;691
2020-02-13;23;344;344
2020-02-14;0;49;49
2020-02-14;1;9;8
2020-02-14;2;2;2
2020-02-14;3;2;2
2020-02-14;4;2;2
2020-02-14;5;3;3
2020-02-14;6;88;87
2020-02-14;7;2152;2137
2020-02-14;8;2431;2410
2020-02-14;9;1572;1556
2020-02-14;10;1570;1558
2020-02-14;11;2017;1996
2020-02-14;12;2649;2616
2020-02-14;13;1856;1836
2020-02-14;14;2825;2788
2020-02-14;15;3188;3161
2020-02-14;16;3347;3301
2020-02-14;17;2800;2780
2020-02-14;18;2798;2762
2020-02-14;19;2306;2287
2020-02-14;20;1510;1494
2020-02-14;21;976;959
2020-02-14;22;744;732
2020-02-14;23;318;316
2020-02-15;0;75;75
2020-02-15;1;8;8
2020-02-15;2;1;1
2020-02-15;3;1;1
2020-02-15;4;4;4
2020-02-15;5;3;3
2020-02-15;6;49;49
2020-02-15;7;1067;1055
2020-02-15;8;1909;1888
2020-02-15;9;1751;1735
2020-02-15;10;1799;1788
2020-02-15;11;2658;2624
2020-02-15;12;3525;3481
2020-02-15;13;3675;3631
2020-02-15;14;3349;3312
2020-02-15;15;3022;2984
2020-02-15;16;3001;2959
2020-02-15;17;3092;3051
2020-02-15;18;2725;2690
2020-02-15;19;2166;2133
2020-02-15;20;1350;1330
2020-02-15;21;898;885
2020-02-15;22;727;721
2020-02-15;23;332;328
2020-02-16;0;65;64
2020-02-16;1;6;6
2020-02-16;2;2;2
2020-02-16;3;2;2
2020-02-16;4;5;5
2020-02-16;5;4;4
2020-02-16;6;16;16
2020-02-16;7;233;232
2020-02-16;8;692;687
2020-02-16;9;949;933
2020-02-16;10;1087;1073
2020-02-16;11;1616;1597
2020-02-16;12;2572;2538
2020-02-16;13;2970;2928
2020-02-16;14;2950;2913
2020-02-16;15;2948;2916
2020-02-16;16;2889;2861
2020-02-16;17;3026;2987
2020-02-16;18;2637;2599
2020-02-16;19;2223;2195
2020-02-16;20;1563;1534
2020-02-16;21;1116;1105
2020-02-16;22;880;873
2020-02-16;23;426;421
2020-02-17;0;86;86
2020-02-17;1;13;13
2020-02-17;2;7;5
2020-02-17;3;4;4
2020-02-17;4;1;1
2020-02-17;5;4;4
2020-02-17;6;186;186
2020-02-17;7;4072;4044
2020-02-17;8;4300;4267
2020-02-17;9;2523;2489
2020-02-17;10;2096;2073
2020-02-17;11;2671;2649
2020-02-17;12;3624;3584
2020-02-17;13;3237;3190
2020-02-17;14;3058;3026
2020-02-17;15;4079;4038
2020-02-17;16;3896;3857
2020-02-17;17;3394;3362
2020-02-17;18;3066;3032
2020-02-17;19;2722;2694
2020-02-17;20;1786;1770
2020-02-17;21;1109;1097
2020-02-17;22;752;743
2020-02-17;23;310;307
2020-02-18;0;86;86
2020-02-18;1;16;16
2020-02-18;2;5;5
2020-02-18;3;1;1
2020-02-18;5;1;1
2020-02-18;6;130;128
2020-02-18;7;2465;2445
2020-02-18;8;3262;3240
2020-02-18;9;2117;2099
2020-02-18;10;1862;1842
2020-02-18;11;2177;2153
2020-02-18;12;3164;3142
2020-02-18;13;2804;2771
2020-02-18;14;2604;2577
2020-02-18;15;3567;3535
2020-02-18;16;3431;3401
2020-02-18;17;3112;3071
2020-02-18;18;2810;2774
2020-02-18;19;2441;2411
2020-02-18;20;1616;1601
2020-02-18;21;1033;1019
2020-02-18;22;720;710
2020-02-18;23;306;304
2020-02-19;0;85;83
2020-02-19;1;9;9
2020-02-19;2;3;3
2020-02-19;3;1;1
2020-02-19;4;2;2
2020-02-19;5;2;2
2020-02-19;6;97;97
2020-02-19;7;2330;2317
2020-02-19;8;2948;2926
2020-02-19;9;1836;1828
2020-02-19;10;1731;1707
2020-02-19;11;2290;2270
2020-02-19;12;2925;2903
2020-02-19;13;2702;2672
2020-02-19;14;2560;2532
2020-02-19;15;3198;3168
2020-02-19;16;3311;3279
2020-02-19;17;2947;2916
2020-02-19;18;2860;2826
2020-02-19;19;2485;2448
2020-02-19;20;1549;1530
2020-02-19;21;1067;1053
2020-02-19;22;730;721
2020-02-19;23;283;281
2020-02-20;0;69;68
2020-02-20;1;8;8
2020-02-20;2;3;3
2020-02-20;3;3;3
2020-02-20;4;1;1
2020-02-20;5;4;4
2020-02-20;6;111;111
2020-02-20;7;2399;2379
2020-02-20;8;2756;2727
2020-02-20;9;2006;1988
2020-02-20;10;1849;1827
2020-02-20;11;2175;2153
2020-02-20;12;2879;2854
2020-02-20;13;2727;2699
2020-02-20;14;2656;2619
2020-02-20;15;3339;3296
2020-02-20;16;3166;3136
2020-02-20;17;2951;2914
2020-02-20;18;2737;2698
2020-02-20;19;2508;2473
2020-02-20;20;1666;1642
2020-02-20;21;1069;1051
2020-02-20;22;713;703
2020-02-20;23;318;316
2020-02-21;0;51;51
2020-02-21;1;6;6
2020-02-21;2;4;4
2020-02-21;3;4;4
2020-02-21;5;3;3
2020-02-21;6;106;105
2020-02-21;7;2339;2324
2020-02-21;8;2568;2549
2020-02-21;9;1769;1752
2020-02-21;10;1544;1531
2020-02-21;11;1749;1731
2020-02-21;12;2561;2546
2020-02-21;13;1930;1909
2020-02-21;14;2733;2708
2020-02-21;15;3248;3213
2020-02-21;16;3117;3075
2020-02-21;17;2539;2524
2020-02-21;18;2306;2283
2020-02-21;19;2129;2101
2020-02-21;20;1341;1327
2020-02-21;21;945;930
2020-02-21;22;636;625
2020-02-21;23;279;276
2020-02-22;0;54;54
2020-02-22;1;4;4
2020-02-22;2;2;2
2020-02-22;4;1;1
2020-02-22;5;5;5
2020-02-22;6;63;63
2020-02-22;7;1176;1167
2020-02-22;8;1842;1825
2020-02-22;9;1607;1588
2020-02-22;10;1797;1777
2020-02-22;11;2519;2495
2020-02-22;12;3391;3353
2020-02-22;13;3410;3375
2020-02-22;14;3091;3040
2020-02-22;15;2870;2844
2020-02-22;16;2836;2793
2020-02-22;17;2994;2963
2020-02-22;18;2695;2659
2020-02-22;19;1994;1962
2020-02-22;20;1239;1217
2020-02-22;21;932;923
2020-02-22;22;737;724
2020-02-22;23;331;330
2020-02-23;0;56;56
2020-02-23;1;3;3
2020-02-23;2;4;4
2020-02-23;4;2;2
2020-02-23;5;1;1
2020-02-23;6;12;12
2020-02-23;7;170;168
2020-02-23;8;580;575
2020-02-23;9;876;866
2020-02-23;10;981;971
2020-02-23;11;1623;1597
2020-02-23;12;2403;2376
2020-02-23;13;2732;2707
2020-02-23;14;2610;2587
2020-02-23;15;2564;2535
2020-02-23;16;2649;2608
2020-02-23;17;2757;2715
2020-02-23;18;2497;2466
2020-02-23;19;1778;1754
2020-02-23;20;1303;1290
2020-02-23;21;1362;1335
2020-02-23;22;883;873
2020-02-23;23;423;421
2020-02-24;0;115;115
2020-02-24;1;15;15
2020-02-24;2;5;5
2020-02-24;3;2;2
2020-02-24;4;1;1
2020-02-24;5;6;6
2020-02-24;6;159;158
2020-02-24;7;4018;3977
2020-02-24;8;4263;4230
2020-02-24;9;2402;2379
2020-02-24;10;2062;2042
2020-02-24;11;2305;2284
2020-02-24;12;3502;3462
2020-02-24;13;3089;3046
2020-02-24;14;2860;2830
2020-02-24;15;4001;3961
2020-02-24;16;3854;3814
2020-02-24;17;3192;3156
2020-02-24;18;3102;3072
2020-02-24;19;2759;2733
2020-02-24;20;1799;1780
2020-02-24;21;1112;1099
2020-02-24;22;794;790
2020-02-24;23;326;320
2020-02-25;0;78;76
2020-02-25;1;8;8
2020-02-25;3;3;3
2020-02-25;4;1;1
2020-02-25;5;3;3
2020-02-25;6;133;129
2020-02-25;7;2447;2427
2020-02-25;8;3111;3083
2020-02-25;9;2038;2017
2020-02-25;10;1682;1671
2020-02-25;11;2138;2119
2020-02-25;12;3006;2982
2020-02-25;13;2682;2654
2020-02-25;14;2541;2509
2020-02-25;15;3342;3307
2020-02-25;16;3262;3219
2020-02-25;17;2956;2913
2020-02-25;18;2706;2686
2020-02-25;19;2366;2334
2020-02-25;20;1694;1676
2020-02-25;21;1110;1094
2020-02-25;22;721;714
2020-02-25;23;328;326
2020-02-26;0;78;78
2020-02-26;1;12;12
2020-02-26;2;3;3
2020-02-26;3;2;2
2020-02-26;5;3;3
2020-02-26;6;109;108
2020-02-26;7;2530;2510
2020-02-26;8;3020;2987
2020-02-26;9;1907;1885
2020-02-26;10;1802;1772
2020-02-26;11;2077;2060
2020-02-26;12;2823;2800
2020-02-26;13;2684;2667
2020-02-26;14;2532;2505
2020-02-26;15;3231;3203
2020-02-26;16;3222;3183
2020-02-26;17;2938;2901
2020-02-26;18;3149;3116
2020-02-26;19;2741;2707
2020-02-26;20;1807;1780
2020-02-26;21;1337;1326
2020-02-26;22;1057;1049
2020-02-26;23;509;500
2020-02-27;0;69;69
2020-02-27;1;11;11
2020-02-27;2;3;3
2020-02-27;3;2;2
2020-02-27;4;3;3
2020-02-27;5;5;5
2020-02-27;6;112;112
2020-02-27;7;2201;2183
2020-02-27;8;2661;2629
2020-02-27;9;1923;1907
2020-02-27;10;1765;1736
2020-02-27;11;2269;2239
2020-02-27;12;2959;2915
2020-02-27;13;2545;2508
2020-02-27;14;2610;2578
2020-02-27;15;3153;3108
2020-02-27;16;2936;2908
2020-02-27;17;2685;2649
2020-02-27;18;2578;2557
2020-02-27;19;2263;2234
2020-02-27;20;1522;1503
2020-02-27;21;1027;1018
2020-02-27;22;695;677
2020-02-27;23;284;283
2020-02-28;0;57;57
2020-02-28;1;5;5
2020-02-28;2;1;1
2020-02-28;3;1;1
2020-02-28;4;1;1
2020-02-28;5;1;1
2020-02-28;6;123;123
2020-02-28;7;2365;2351
2020-02-28;8;2764;2738
2020-02-28;9;1818;1799
2020-02-28;10;1709;1692
2020-02-28;11;2053;2035
2020-02-28;12;2830;2811
2020-02-28;13;1785;1773
2020-02-28;14;2825;2791
2020-02-28;15;3349;3310
2020-02-28;16;3358;3318
2020-02-28;17;2774;2745
2020-02-28;18;2702;2678
2020-02-28;19;2427;2413
2020-02-28;20;1500;1473
2020-02-28;21;1084;1063
2020-02-28;22;797;784
2020-02-28;23;314;310
2020-02-29;0;61;61
2020-02-29;1;6;6
2020-02-29;2;4;4
2020-02-29;3;1;1
2020-02-29;5;2;2
2020-02-29;6;66;64
2020-02-29;7;1175;1165
2020-02-29;8;1758;1748
2020-02-29;9;1815;1800
2020-02-29;10;2026;2005
2020-02-29;11;2504;2472
2020-02-29;12;3464;3424
2020-02-29;13;3111;3073
2020-02-29;14;2193;2170
2020-02-29;15;2124;2086
2020-02-29;16;2219;2198
2020-02-29;17;2333;2308
2020-02-29;18;2330;2297
2020-02-29;19;1935;1913
2020-02-29;20;1216;1196
2020-02-29;21;767;753
2020-02-29;22;603;597
2020-02-29;23;314;308
2020-03-01;0;61;61
2020-03-01;1;7;7
2020-03-01;2;2;2
2020-03-01;4;1;1
2020-03-01;5;1;1
2020-03-01;6;20;20
2020-03-01;7;220;220
2020-03-01;8;773;767
2020-03-01;9;977;965
2020-03-01;10;1030;1024
2020-03-01;11;1714;1686
2020-03-01;12;2691;2652
2020-03-01;13;2891;2858
2020-03-01;14;3013;2973
2020-03-01;15;2895;2857
2020-03-01;16;2735;2697
2020-03-01;17;2685;2660
2020-03-01;18;2544;2508
2020-03-01;19;2216;2188
2020-03-01;20;1614;1594
2020-03-01;21;1154;1141
2020-03-01;22;923;911
2020-03-01;23;408;405
2020-03-02;0;85;85
2020-03-02;1;17;17
2020-03-02;2;7;7
2020-03-02;3;4;4
2020-03-02;5;5;5
2020-03-02;6;194;194
2020-03-02;7;4240;4204
2020-03-02;8;4171;4140
2020-03-02;9;2581;2548
2020-03-02;10;2110;2093
2020-03-02;11;2439;2414
2020-03-02;12;3500;3469
2020-03-02;13;2939;2909
2020-03-02;14;2959;2917
2020-03-02;15;3892;3854
2020-03-02;16;3896;3867
2020-03-02;17;3278;3247
2020-03-02;18;3199;3158
2020-03-02;19;2994;2957
2020-03-02;20;2041;2019
2020-03-02;21;1287;1271
2020-03-02;22;799;795
2020-03-02;23;362;360
2020-03-03;0;87;87
2020-03-03;1;13;13
2020-03-03;2;3;3
2020-03-03;3;2;2
2020-03-03;4;1;1
2020-03-03;5;3;3
2020-03-03;6;151;151
2020-03-03;7;2640;2615
2020-03-03;8;3111;3085
2020-03-03;9;2101;2081
2020-03-03;10;1943;1916
2020-03-03;11;2300;2268
2020-03-03;12;2890;2863
2020-03-03;13;2770;2746
2020-03-03;14;2568;2540
2020-03-03;15;3402;3365
2020-03-03;16;3593;3557
2020-03-03;17;2941;2908
2020-03-03;18;2899;2878
2020-03-03;19;2752;2721
2020-03-03;20;1975;1952
2020-03-03;21;1293;1281
2020-03-03;22;863;857
2020-03-03;23;332;329
2020-03-04;0;76;75
2020-03-04;1;11;11
2020-03-04;2;1;1
2020-03-04;3;2;2
2020-03-04;4;1;1
2020-03-04;5;4;4
2020-03-04;6;168;168
2020-03-04;7;3030;3001
2020-03-04;8;3375;3353
2020-03-04;9;2095;2074
2020-03-04;10;1829;1808
2020-03-04;11;2131;2103
2020-03-04;12;2978;2950
2020-03-04;13;2727;2705
2020-03-04;14;2542;2509
2020-03-04;15;3357;3324
2020-03-04;16;3379;3335
2020-03-04;17;2909;2875
2020-03-04;18;2819;2790
2020-03-04;19;2678;2648
2020-03-04;20;1841;1814
2020-03-04;21;1223;1204
2020-03-04;22;802;787
2020-03-04;23;336;332
2020-03-05;0;85;85
2020-03-05;1;15;15
2020-03-05;2;3;3
2020-03-05;3;1;1
2020-03-05;4;4;4
2020-03-05;5;1;1
2020-03-05;6;157;156
2020-03-05;7;2827;2802
2020-03-05;8;3185;3159
2020-03-05;9;2021;1998
2020-03-05;10;1809;1796
2020-03-05;11;2144;2116
2020-03-05;12;2882;2854
2020-03-05;13;2708;2676
2020-03-05;14;2494;2461
2020-03-05;15;3468;3439
2020-03-05;16;3339;3296
2020-03-05;17;2915;2874
2020-03-05;18;2918;2878
2020-03-05;19;2534;2503
2020-03-05;20;1735;1714
2020-03-05;21;1050;1040
2020-03-05;22;726;718
2020-03-05;23;318;313
2020-03-06;0;61;60
2020-03-06;1;14;14
2020-03-06;2;4;4
2020-03-06;3;7;7
2020-03-06;4;1;1
2020-03-06;5;2;2
2020-03-06;6;183;181
2020-03-06;7;2678;2653
2020-03-06;8;2983;2959
2020-03-06;9;1958;1944
2020-03-06;10;1946;1928
2020-03-06;11;2197;2170
2020-03-06;12;3016;2982
2020-03-06;13;2072;2048
2020-03-06;14;3021;2988
2020-03-06;15;3456;3417
2020-03-06;16;3545;3493
2020-03-06;17;3036;3014
2020-03-06;18;3063;3026
2020-03-06;19;2866;2832
2020-03-06;20;1851;1825
2020-03-06;21;1174;1158
2020-03-06;22;916;909
2020-03-06;23;335;330
2020-03-07;0;63;63
2020-03-07;1;10;10
2020-03-07;2;1;1
2020-03-07;3;1;1
2020-03-07;4;1;1
2020-03-07;5;4;4
2020-03-07;6;67;66
2020-03-07;7;1324;1314
2020-03-07;8;2031;2014
2020-03-07;9;1992;1975
2020-03-07;10;2270;2243
2020-03-07;11;2991;2960
2020-03-07;12;3853;3812
2020-03-07;13;3717;3668
2020-03-07;14;3313;3271
2020-03-07;15;3101;3066
2020-03-07;16;3059;3018
2020-03-07;17;3122;3078
2020-03-07;18;3029;2996
2020-03-07;19;2652;2612
2020-03-07;20;1779;1758
2020-03-07;21;1101;1090
2020-03-07;22;846;839
2020-03-07;23;327;323
2020-03-08;0;85;84
2020-03-08;1;6;6
2020-03-08;3;2;2
2020-03-08;6;11;11
2020-03-08;7;252;251
2020-03-08;8;738;729
2020-03-08;9;1107;1099
2020-03-08;10;1324;1310
2020-03-08;11;1896;1871
2020-03-08;12;2954;2923
2020-03-08;13;3110;3071
2020-03-08;14;3057;3024
2020-03-08;15;2745;2714
2020-03-08;16;2789;2759
2020-03-08;17;2941;2899
2020-03-08;18;2705;2662
2020-03-08;19;2492;2446
2020-03-08;20;1769;1745
2020-03-08;21;1426;1415
2020-03-08;22;999;986
2020-03-08;23;436;429
2020-03-09;0;94;94
2020-03-09;1;22;22
2020-03-09;2;3;3
2020-03-09;3;2;2
2020-03-09;4;4;4
2020-03-09;5;5;5
2020-03-09;6;225;223
2020-03-09;7;4402;4377
2020-03-09;8;4209;4166
2020-03-09;9;2503;2473
2020-03-09;10;2046;2022
2020-03-09;11;2411;2388
2020-03-09;12;3346;3317
2020-03-09;13;2984;2946
2020-03-09;14;2800;2760
2020-03-09;15;3972;3939
2020-03-09;16;3830;3791
2020-03-09;17;3312;3276
2020-03-09;18;3183;3141
2020-03-09;19;2809;2763
2020-03-09;20;1943;1918
2020-03-09;21;1180;1165
2020-03-09;22;771;759
2020-03-09;23;332;330
2020-03-10;0;98;98
2020-03-10;1;11;11
2020-03-10;2;3;3
2020-03-10;4;3;3
2020-03-10;5;2;2
2020-03-10;6;148;148
2020-03-10;7;2759;2750
2020-03-10;8;3124;3100
2020-03-10;9;2172;2148
2020-03-10;10;1977;1957
2020-03-10;11;2195;2169
2020-03-10;12;3036;3003
2020-03-10;13;2758;2717
2020-03-10;14;2672;2642
2020-03-10;15;3410;3379
2020-03-10;16;3339;3298
2020-03-10;17;2943;2913
2020-03-10;18;2778;2750
2020-03-10;19;2619;2605
2020-03-10;20;1840;1820
2020-03-10;21;1115;1107
2020-03-10;22;792;785
2020-03-10;23;301;298
2020-03-11;0;68;68
2020-03-11;1;8;8
2020-03-11;2;2;2
2020-03-11;3;1;1
2020-03-11;4;1;1
2020-03-11;5;4;4
2020-03-11;6;147;147
2020-03-11;7;2746;2729
2020-03-11;8;3169;3137
2020-03-11;9;2065;2051
2020-03-11;10;1850;1829
2020-03-11;11;2186;2161
2020-03-11;12;2913;2878
2020-03-11;13;2620;2584
2020-03-11;14;2459;2434
2020-03-11;15;3382;3347
2020-03-11;16;3166;3138
2020-03-11;17;2841;2810
2020-03-11;18;2725;2696
2020-03-11;19;2488;2469
2020-03-11;20;1716;1698
2020-03-11;21;1154;1139
2020-03-11;22;796;784
2020-03-11;23;348;348
2020-03-12;0;67;67
2020-03-12;1;7;7
2020-03-12;2;6;6
2020-03-12;4;1;1
2020-03-12;5;5;5
2020-03-12;6;134;134
2020-03-12;7;2614;2590
2020-03-12;8;2947;2925
2020-03-12;9;1902;1885
2020-03-12;10;1624;1595
2020-03-12;11;1881;1858
2020-03-12;12;2709;2683
2020-03-12;13;2547;2515
2020-03-12;14;2250;2228
2020-03-12;15;3160;3129
2020-03-12;16;3109;3079
2020-03-12;17;2610;2583
2020-03-12;18;2578;2551
2020-03-12;19;2389;2365
2020-03-12;20;1835;1812
2020-03-12;21;1177;1166
2020-03-12;22;835;828
2020-03-12;23;330;328
2020-03-13;0;75;75
2020-03-13;1;6;6
2020-03-13;2;6;6
2020-03-13;3;3;3
2020-03-13;4;1;1
2020-03-13;5;2;2
2020-03-13;6;121;121
2020-03-13;7;2263;2249
2020-03-13;8;2476;2455
2020-03-13;9;1768;1754
2020-03-13;10;1734;1720
2020-03-13;11;1902;1878
2020-03-13;12;2384;2361
2020-03-13;13;1805;1784
2020-03-13;14;2727;2695
2020-03-13;15;3009;2975
2020-03-13;16;2991;2953
2020-03-13;17;2436;2405
2020-03-13;18;2337;2308
2020-03-13;19;2181;2157
2020-03-13;20;1449;1424
2020-03-13;21;942;922
2020-03-13;22;651;649
2020-03-13;23;278;273
2020-03-14;0;71;71
2020-03-14;1;6;6
2020-03-14;2;6;6
2020-03-14;3;1;1
2020-03-14;4;4;4
2020-03-14;5;2;2
2020-03-14;6;66;66
2020-03-14;7;1022;1009
2020-03-14;8;1394;1379
2020-03-14;9;1289;1275
2020-03-14;10;1543;1530
2020-03-14;11;2005;1980
2020-03-14;12;2538;2508
2020-03-14;13;2437;2412
2020-03-14;14;2318;2281
2020-03-14;15;2097;2070
2020-03-14;16;2071;2051
2020-03-14;17;2230;2200
2020-03-14;18;2241;2213
2020-03-14;19;1989;1967
2020-03-14;20;1363;1337
2020-03-14;21;889;862
2020-03-14;22;765;747
2020-03-14;23;348;343
2020-03-15;0;55;55
2020-03-15;1;8;8
2020-03-15;2;2;2
2020-03-15;3;2;2
2020-03-15;4;2;2
2020-03-15;5;3;3
2020-03-15;6;7;7
2020-03-15;7;200;199
2020-03-15;8;512;509
2020-03-15;9;710;704
2020-03-15;10;878;865
2020-03-15;11;1240;1223
2020-03-15;12;1793;1761
2020-03-15;13;1866;1834
2020-03-15;14;1758;1732
2020-03-15;15;1599;1572
2020-03-15;16;1639;1605
2020-03-15;17;1669;1639
2020-03-15;18;1540;1507
2020-03-15;19;1492;1463
2020-03-15;20;1040;1027
2020-03-15;21;890;873
2020-03-15;22;597;590
2020-03-15;23;282;280
2020-03-16;0;54;54
2020-03-16;1;6;6
2020-03-16;3;1;1
2020-03-16;4;5;5
2020-03-16;5;1;1
2020-03-16;6;92;92
2020-03-16;7;1750;1730
2020-03-16;8;1590;1570
2020-03-16;9;1350;1340
2020-03-16;10;1366;1348
2020-03-16;11;1587;1566
2020-03-16;12;1846;1831
2020-03-16;13;1716;1690
2020-03-16;14;1667;1653
2020-03-16;15;1535;1526
2020-03-16;16;1489;1471
2020-03-16;17;1503;1487
2020-03-16;18;1741;1727
2020-03-16;19;1498;1479
2020-03-16;20;824;816
2020-03-16;21;508;502
2020-03-16;22;348;344
2020-03-16;23;143;141
2020-03-17;0;19;19
2020-03-17;1;3;3
2020-03-17;2;1;1
2020-03-17;3;3;3
2020-03-17;5;1;1
2020-03-17;6;69;69
2020-03-17;7;1074;1066
2020-03-17;8;1079;1066
2020-03-17;9;842;827
2020-03-17;10;819;813
2020-03-17;11;869;860
2020-03-17;12;961;945
2020-03-17;13;984;968
2020-03-17;14;1061;1047
2020-03-17;15;1013;1002
2020-03-17;16;921;909
2020-03-17;17;1171;1157
2020-03-17;18;1480;1461
2020-03-17;19;1360;1338
2020-03-17;20;728;718
2020-03-17;21;457;452
2020-03-17;22;275;271
2020-03-17;23;90;90
2020-03-18;0;14;14
2020-03-18;1;2;2
2020-03-18;2;1;1
2020-03-18;6;69;69
2020-03-18;7;918;908
2020-03-18;8;944;932
2020-03-18;9;709;704
2020-03-18;10;745;733
2020-03-18;11;855;844
2020-03-18;12;976;965
2020-03-18;13;907;897
2020-03-18;14;1038;1023
2020-03-18;15;984;971
2020-03-18;16;958;940
2020-03-18;17;959;945
2020-03-18;18;1324;1306
2020-03-18;19;1204;1195
2020-03-18;20;745;732
2020-03-18;21;401;399
2020-03-18;22;283;277
2020-03-18;23;74;71
2020-03-19;0;21;21
2020-03-19;1;1;1
2020-03-19;2;1;1
2020-03-19;5;2;2
2020-03-19;6;55;55
2020-03-19;7;816;809
2020-03-19;8;832;823
2020-03-19;9;602;598
2020-03-19;10;622;616
2020-03-19;11;681;669
2020-03-19;12;753;747
2020-03-19;13;783;769
2020-03-19;14;841;831
2020-03-19;15;783;774
2020-03-19;16;669;662
2020-03-19;17;822;811
2020-03-19;18;1143;1133
2020-03-19;19;1050;1033
2020-03-19;20;613;604
2020-03-19;21;293;290
2020-03-19;22;194;192
2020-03-19;23;60;59
2020-03-20;0;10;10
2020-03-20;1;1;1
2020-03-20;5;2;2
2020-03-20;6;48;48
2020-03-20;7;817;803
2020-03-20;8;760;755
2020-03-20;9;516;512
2020-03-20;10;514;506
2020-03-20;11;594;586
2020-03-20;12;615;611
2020-03-20;13;749;740
2020-03-20;14;814;800
2020-03-20;15;738;731
2020-03-20;16;748;732
2020-03-20;17;790;778
2020-03-20;18;1076;1064
2020-03-20;19;979;968
2020-03-20;20;521;510
2020-03-20;21;293;285
2020-03-20;22;200;196
2020-03-20;23;70;70
2020-03-21;0;11;11
2020-03-21;1;2;2
2020-03-21;4;1;1
2020-03-21;5;3;3
2020-03-21;6;30;30
2020-03-21;7;628;621
2020-03-21;8;524;516
2020-03-21;9;365;361
2020-03-21;10;442;435
2020-03-21;11;490;482
2020-03-21;12;627;623
2020-03-21;13;848;836
2020-03-21;14;838;830
2020-03-21;15;898;889
2020-03-21;16;799;787
2020-03-21;17;897;876
2020-03-21;18;989;972
2020-03-21;19;937;924
2020-03-21;20;568;554
2020-03-21;21;269;265
2020-03-21;22;176;174
2020-03-21;23;76;75
2020-03-22;0;8;8
2020-03-22;1;2;2
2020-03-22;6;4;4
2020-03-22;7;70;69
2020-03-22;8;114;113
2020-03-22;9;159;159
2020-03-22;10;257;253
2020-03-22;11;362;356
2020-03-22;12;508;500
2020-03-22;13;619;605
2020-03-22;14;667;653
2020-03-22;15;654;643
2020-03-22;16;641;632
2020-03-22;17;609;599
2020-03-22;18;597;590
2020-03-22;19;567;554
2020-03-22;20;389;385
2020-03-22;21;251;246
2020-03-22;22;180;179
2020-03-22;23;57;57
2020-03-23;0;16;16
2020-03-23;4;1;1
2020-03-23;6;70;70
2020-03-23;7;1175;1167
2020-03-23;8;791;786
2020-03-23;9;566;561
2020-03-23;10;534;530
2020-03-23;11;574;568
2020-03-23;12;787;778
2020-03-23;13;699;687
2020-03-23;14;759;750
2020-03-23;15;710;705
2020-03-23;16;605;600
2020-03-23;17;709;696
2020-03-23;18;1119;1112
2020-03-23;19;1079;1065
2020-03-23;20;515;509
2020-03-23;21;275;267
2020-03-23;22;167;165
2020-03-23;23;61;61
2020-03-24;0;4;4
2020-03-24;2;1;1
2020-03-24;6;47;47
2020-03-24;7;684;680
2020-03-24;8;529;524
2020-03-24;9;413;408
2020-03-24;10;416;415
2020-03-24;11;486;481
2020-03-24;12;574;570
2020-03-24;13;572;562
2020-03-24;14;637;626
2020-03-24;15;547;539
2020-03-24;16;549;546
2020-03-24;17;677;661
2020-03-24;18;988;984
2020-03-24;19;915;902
2020-03-24;20;467;463
2020-03-24;21;229;221
2020-03-24;22;136;135
2020-03-24;23;24;24
2020-03-25;0;5;5
2020-03-25;5;1;1
2020-03-25;6;61;61
2020-03-25;7;669;663
2020-03-25;8;690;681
2020-03-25;9;448;443
2020-03-25;10;444;438
2020-03-25;11;489;484
2020-03-25;12;591;583
2020-03-25;13;581;574
2020-03-25;14;654;649
2020-03-25;15;551;545
2020-03-25;16;545;536
2020-03-25;17;660;650
2020-03-25;18;993;982
2020-03-25;19;975;962
2020-03-25;20;473;465
2020-03-25;21;224;218
2020-03-25;22;134;132
2020-03-25;23;35;34
2020-03-26;0;5;5
2020-03-26;1;1;1
2020-03-26;5;1;1
2020-03-26;6;51;51
2020-03-26;7;625;617
2020-03-26;8;570;558
2020-03-26;9;402;401
2020-03-26;10;449;445
2020-03-26;11;506;500
2020-03-26;12;566;558
2020-03-26;13;568;558
2020-03-26;14;623;612
2020-03-26;15;555;551
2020-03-26;16;462;454
2020-03-26;17;640;630
2020-03-26;18;924;914
